logL at truth: 36457.888676046736
100/5000 | acc 0.240 | e=0.00101 m1=0.6464 m2=0.2026
7000/15000 | acc 0.396 | e=0.00175 m1=0.5580 m2=0.2281
7100/15000 | acc 0.396 | e=0.00051 m1=0.5569 m2=0.2281
7200/15000 | acc 0.397 | e=0.00015 m1=0.5390 m2=0.2338
7300/15000 | acc 0.396 | e=0.00145 m1=0.5558 m2=0.2277
7400/15000 | acc 0.396 | e=0.00147 m1=0.5613 m2=0.2256
7500/15000 | acc 0.397 | e=0.00239 m1=0.5543 m2=0.2286
7600/15000 | acc 0.397 | e=0.00134 m1=0.5596 m2=0.2275
7700/15000 | acc 0.397 | e=0.00025 m1=0.5766 m2=0.2213
7800/15000 | acc 0.395 | e=0.00081 m1=0.5742 m2=0.2230
7900/15000 | acc 0.396 | e=0.00100 m1=0.5739 m2=0.2237
8000/15000 | acc 0.396 | e=0.00234 m1=0.5610 m2=0.2263
8100/15000 | acc 0.396 | e=0.00181 m1=0.5714 m2=0.2215
8200/15000 | acc 0.396 | e=0.00176 m1=0.5663 m2=0.2251
8300/15000 | acc 0.397 | e=0.00190 m1=0.5651 m2=0.2260
8400/15000 | acc 0.397 | e=0.00106 m1=0.5741 m2=0.2204
8500/15000 | acc 0.398 | e=0.00132 m1=0.5503 m2=0.2314
8600/15000 | acc 0.399 | e=0.00089 m1=0.5533 m2=0.2292
8700/15000 | acc 0.400 | e=0.00183 m1=0.5780 m2=0.2215
8800/15000 | acc 0.400 | e=0.00014 m1=0.5658 m2=0.2243
8900/15000 | acc 0.400 | e=0.00043 m1=0.5659 m2=0.2257
9000/15000 | acc 0.400 | e=0.00043 m1=0.5788 m2=0.2198
9100/15000 | acc 0.399 | e=0.00010 m1=0.6004 m2=0.2122
9200/15000 | acc 0.400 | e=0.00065 m1=0.6013 m2=0.2130
9300/15000 | acc 0.400 | e=0.00189 m1=0.5860 m2=0.2176
9400/15000 | acc 0.400 | e=0.00108 m1=0.5695 m2=0.2232
9500/15000 | acc 0.399 | e=0.00212 m1=0.5748 m2=0.2228
9600/15000 | acc 0.398 | e=0.00163 m1=0.5877 m2=0.2161
9700/15000 | acc 0.398 | e=0.00049 m1=0.5829 m2=0.2182
9800/15000 | acc 0.398 | e=0.00145 m1=0.5864 m2=0.2178
9900/15000 | acc 0.398 | e=0.00068 m1=0.6147 m2=0.2090
10000/15000 | acc 0.398 | e=0.00255 m1=0.6078 m2=0.2134
10100/15000 | acc 0.398 | e=0.00194 m1=0.6172 m2=0.2091
10200/15000 | acc 0.397 | e=0.00046 m1=0.6324 m2=0.2044
10300/15000 | acc 0.398 | e=0.00167 m1=0.6531 m2=0.1998
10400/15000 | acc 0.397 | e=0.00161 m1=0.6563 m2=0.1983
10500/15000 | acc 0.397 | e=0.00147 m1=0.6406 m2=0.2022
10600/15000 | acc 0.397 | e=0.00051 m1=0.6430 m2=0.2050
10700/15000 | acc 0.397 | e=0.00023 m1=0.6391 m2=0.2028
10800/15000 | acc 0.397 | e=0.00034 m1=0.6290 m2=0.2042
10900/15000 | acc 0.397 | e=0.00022 m1=0.6234 m2=0.2068
11000/15000 | acc 0.396 | e=0.00014 m1=0.6479 m2=0.2027
11100/15000 | acc 0.396 | e=0.00180 m1=0.6488 m2=0.2006
11200/15000 | acc 0.396 | e=0.00077 m1=0.6576 m2=0.1992
11300/15000 | acc 0.397 | e=0.00214 m1=0.6608 m2=0.1979
11400/15000 | acc 0.396 | e=0.00048 m1=0.6649 m2=0.1965
11500/15000 | acc 0.396 | e=0.00163 m1=0.6827 m2=0.1934
11600/15000 | acc 0.396 | e=0.00076 m1=0.6702 m2=0.1950
11700/15000 | acc 0.395 | e=0.00097 m1=0.6679 m2=0.1959
11800/15000 | acc 0.395 | e=0.00323 m1=0.6642 m2=0.1967
11900/15000 | acc 0.395 | e=0.00138 m1=0.6484 m2=0.2008
12000/15000 | acc 0.396 | e=0.00021 m1=0.6500 m2=0.2014
12100/15000 | acc 0.396 | e=0.00049 m1=0.6482 m2=0.2015
12200/15000 | acc 0.396 | e=0.00085 m1=0.6313 m2=0.2050
12300/15000 | acc 0.396 | e=0.00072 m1=0.6601 m2=0.1989
12400/15000 | acc 0.396 | e=0.00135 m1=0.6353 m2=0.2036
12500/15000 | acc 0.396 | e=0.00178 m1=0.6219 m2=0.2079
12600/15000 | acc 0.396 | e=0.00173 m1=0.6023 m2=0.2109
12700/15000 | acc 0.396 | e=0.00231 m1=0.5987 m2=0.2126
12800/15000 | acc 0.396 | e=0.00096 m1=0.5805 m2=0.2196
12900/15000 | acc 0.395 | e=0.00261 m1=0.5959 m2=0.2155
13000/15000 | acc 0.395 | e=0.00097 m1=0.6127 m2=0.2120
13100/15000 | acc 0.396 | e=0.00196 m1=0.5974 m2=0.2126
13200/15000 | acc 0.395 | e=0.00049 m1=0.5983 m2=0.2133
13300/15000 | acc 0.396 | e=0.00116 m1=0.6033 m2=0.2129
13400/15000 | acc 0.396 | e=0.00078 m1=0.6023 m2=0.2145
13500/15000 | acc 0.396 | e=0.00157 m1=0.6116 m2=0.2111
13600/15000 | acc 0.396 | e=0.00066 m1=0.6082 m2=0.2108
13700/15000 | acc 0.395 | e=0.00030 m1=0.5809 m2=0.2188
13800/15000 | acc 0.395 | e=0.00180 m1=0.5880 m2=0.2164
13900/15000 | acc 0.395 | e=0.00083 m1=0.5677 m2=0.2235
14000/15000 | acc 0.394 | e=0.00169 m1=0.5680 m2=0.2230
14100/15000 | acc 0.395 | e=0.00027 m1=0.5671 m2=0.2243
14200/15000 | acc 0.395 | e=0.00090 m1=0.5589 m2=0.2276
14300/15000 | acc 0.395 | e=0.00037 m1=0.5731 m2=0.2210
14400/15000 | acc 0.396 | e=0.00016 m1=0.5743 m2=0.2209
14500/15000 | acc 0.395 | e=0.00220 m1=0.5619 m2=0.2266
14600/15000 | acc 0.395 | e=0.00052 m1=0.5727 m2=0.2218
14700/15000 | acc 0.394 | e=0.00074 m1=0.5616 m2=0.2259
14800/15000 | acc 0.394 | e=0.00217 m1=0.5786 m2=0.2187
14900/15000 | acc 0.394 | e=0.00349 m1=0.5803 m2=0.2191
15000/15000 | acc 0.394 | e=0.00187 m1=0.5768 m2=0.2210

truth : [0.   0.61 0.21]
mean  : [0.00135985 0.59727084 0.21555982]
std   : [0.00092699 0.03877555 0.01138852]
e 90% : 0.002630737767692486
acceptance: 0.39366666666666666
saved: /scratch/e1498138/eGB-multi/j1539_mcmc_e00.npz
Job completed at Thu Sep 24 04:42:25 AM +08 2026
